index,id,bedrooms_number,batchrooms_number,square_footage_home,square_footage_lot,floors_number,has_waterfront,has_been_viewed,condition_quality,housing_unity_grade,square_footage_except_basement,square_footage_only_basement,build_year,renovation_year,coordinate_latitude,coordinate_longitude,square_footage_home_old,square_footage_lot_old,dayofweek,day,month
7439,2343,3,2.5,2060,8893,2.0,0,0,3,8,2060,0,1987,0,200.5615,4.834999999999994,2650,8500,3,21,8
7440,12316,2,1.0,1440,6650,1.0,0,0,3,7,970,470,1980,0,200.2896,4.631,1600,6847,3,21,8
7441,712,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1940,0,200.5048,4.698999999999998,1460,7379,3,21,8
7442,19863,3,1.75,1830,11788,1.0,0,1,3,8,1430,400,1958,0,200.4862,4.7760000000000105,2140,11964,3,21,8
7443,14012,3,1.0,1660,6992,1.0,0,0,5,7,1260,400,1952,0,200.7576,4.682000000000002,1390,7359,3,21,8
7444,11052,3,1.75,2150,13789,1.0,0,0,4,8,1610,540,1966,0,200.7591,4.704999999999998,2150,15480,3,21,8
7445,7555,3,1.75,1995,18360,2.0,0,0,3,7,1995,0,1957,0,200.4129,4.677999999999997,1980,13640,3,21,8
7446,15008,2,1.0,1280,12086,1.0,0,0,3,7,850,430,1983,0,200.63400000000001,4.967000000000013,1280,10452,3,21,8
7447,17393,4,4.0,4000,9309,2.0,0,0,3,9,4000,0,2007,0,200.5421,5.112000000000009,3920,8048,3,21,8
7448,18655,4,2.5,2320,14240,1.0,0,0,4,9,1620,700,1974,0,200.6269,4.909999999999997,2810,13200,3,21,8
7449,16287,4,2.5,1860,6325,2.0,0,0,4,7,1860,0,1991,0,200.3492,4.969999999999999,1860,6449,3,21,8
7450,6490,3,2.25,3060,16000,2.0,0,0,3,10,3060,0,1988,0,200.6189,4.769999999999996,3510,13162,3,21,8
7451,11588,4,3.0,3500,13444,2.0,0,0,3,10,2360,1140,1977,0,200.5468,4.768999999999991,3140,12935,3,21,8
7452,197,3,1.0,2020,19210,1.0,0,0,3,6,1760,260,1949,0,200.7552,4.771000000000001,1780,14469,3,21,8
7453,13900,2,2.25,2210,5500,1.0,0,0,4,8,1410,800,1968,0,200.697,4.6099999999999985,2140,6600,3,21,8
7454,18753,3,1.75,1470,27000,1.0,0,0,3,7,1470,0,1958,0,200.3943,4.688999999999994,2230,14186,3,21,8
7455,4264,11,3.0,3000,4960,2.0,0,0,3,7,2400,600,1918,1999,200.55599999999998,4.6370000000000005,1420,4960,3,21,8
7456,19669,3,2.5,1690,1689,2.0,0,0,3,8,1150,540,2014,0,200.5528,5.001000000000005,1540,1689,3,21,8
7457,7651,3,2.0,1200,6074,1.0,0,0,3,7,1200,0,1968,0,200.325,4.795000000000002,1430,6338,3,21,8
7458,4570,4,2.5,2780,13521,2.0,0,0,3,10,2780,0,1987,0,200.6374,4.957999999999998,2980,11454,3,21,8
7459,4389,4,2.5,1600,14000,1.0,0,0,3,8,1310,290,1950,0,200.7258,4.673999999999992,1600,10200,3,21,8
7460,10183,3,2.0,1820,4418,2.0,0,0,4,8,1820,0,1994,0,200.6947,4.810000000000001,1920,13402,3,21,8
7461,7675,4,2.25,1800,2752,2.0,0,0,3,8,1800,0,2014,0,200.5165,4.6539999999999955,1800,2752,3,21,8
7462,15006,3,1.5,1930,11092,1.0,0,0,3,7,1500,430,1983,0,200.63400000000001,4.967000000000013,1230,10964,3,21,8
7463,2762,3,2.5,1980,7807,2.0,0,0,4,9,1980,0,1989,0,200.6884,4.796000000000007,1590,7579,3,21,8
7464,1831,3,1.75,1260,1133,2.0,0,0,3,7,810,450,2011,0,200.5261,4.638999999999996,1260,1172,3,21,8
7465,15965,2,2.5,2910,19449,2.0,1,4,5,9,1940,970,1985,0,200.7729,4.6070000000000135,2540,23598,3,21,8
7466,16397,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,1983,0,200.63299999999998,4.959000000000003,3180,11398,3,21,8
7467,1186,3,2.5,1639,2710,2.0,0,0,3,8,1479,160,2003,0,200.5924,4.706000000000003,1580,1733,3,21,8
7468,5857,3,1.0,1470,32670,1.0,0,0,3,7,1020,450,1958,0,200.3811,4.856000000000009,2640,24100,3,21,8
7469,14237,2,1.0,1240,7590,1.0,0,0,4,7,1040,200,1939,0,200.7061,4.659999999999997,1190,5692,3,21,8
7470,20236,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,200.5891,4.613,1740,1280,3,21,8
7471,9001,3,1.75,1400,7300,2.0,0,0,3,6,1400,0,1948,0,200.4999,4.7320000000000135,1440,10825,3,21,8
7472,10631,2,2.5,1470,2533,2.0,0,0,3,8,1470,0,2005,0,200.6874,4.834999999999994,1470,6511,3,21,8
7473,12830,3,2.25,2540,9961,1.0,0,0,4,8,1320,1220,1969,0,200.41,4.792000000000002,1870,10251,3,21,8
7474,16430,3,1.5,1820,10608,1.0,0,0,4,7,1820,0,1962,0,200.3366,4.694000000000003,1380,8976,3,21,8
7475,2223,3,2.0,1490,7697,1.0,0,0,3,7,1490,0,1994,0,200.4852,4.835999999999999,1540,7529,3,21,8
7476,19121,4,2.5,3730,9847,2.0,0,0,3,10,3730,0,1997,0,200.58700000000002,5.024000000000001,3490,10219,3,21,8
7477,1724,3,2.5,2320,52272,1.5,0,0,3,8,2320,0,1974,0,200.58700000000002,4.932000000000002,2200,52272,3,21,8
7478,15631,4,2.5,1840,4593,2.0,0,0,3,7,1840,0,2010,0,200.6866,4.987000000000009,1740,3600,3,21,8
7479,12477,3,1.75,1880,16239,1.0,0,0,3,7,880,1000,1922,0,200.7004,4.695999999999998,1260,7528,3,21,8
7480,14744,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,1984,0,200.6669,4.829999999999998,2130,7279,3,21,8
7481,14515,4,1.75,2740,10086,1.0,0,0,3,7,1440,1300,1972,0,200.5112,4.671000000000007,1710,9840,3,21,8
7482,15036,2,1.75,1960,6000,1.0,0,0,4,7,980,980,1904,0,200.6531,4.5989999999999895,1650,6000,3,21,8
7483,13145,4,2.25,4070,23321,2.0,0,0,4,10,4070,0,1968,0,200.5563,4.781000000000006,2820,10871,3,21,8
7484,16980,3,2.5,2160,7525,2.0,0,0,3,9,2160,0,1986,0,200.6608,4.855000000000004,2470,7941,3,21,8
7485,375,3,1.0,1300,8800,1.0,0,0,3,7,1300,0,1977,0,200.64,5.033999999999992,1600,12210,3,21,8
7486,10953,4,3.25,3330,33826,2.0,0,0,5,8,3330,0,1924,0,200.7596,4.724999999999994,2580,28707,3,21,8
7487,17927,5,3.0,2900,6730,1.0,0,0,5,8,1830,1070,1977,0,200.6784,4.715000000000003,2370,6283,3,21,8
7488,12143,3,1.5,1360,7680,1.0,0,0,3,7,1360,0,1955,0,200.7441,4.662999999999997,1630,7679,3,21,8
7489,17619,4,3.5,2530,3000,2.0,0,0,3,8,1850,680,2014,0,200.4919,4.6640000000000015,1470,6000,3,21,8
7490,5501,2,1.0,930,11450,1.0,0,0,3,6,930,0,1946,0,200.4862,4.736000000000004,1150,11450,3,21,8
7491,19686,2,2.25,2130,5920,1.0,0,0,3,8,1830,300,1950,0,200.6792,4.724999999999994,2130,7192,3,21,8
7492,3940,3,2.25,2350,51400,1.0,0,0,3,7,1390,960,1977,0,200.7417,4.947000000000003,2350,51400,3,21,8
7493,1588,3,3.5,1500,1471,3.0,0,0,3,7,1500,0,1999,0,200.7034,4.637999999999991,1500,1445,3,21,8
7494,11330,4,3.0,2120,5520,1.5,0,0,3,8,1420,700,1985,0,200.7085,4.713999999999999,2020,8700,3,21,8
7495,9523,2,1.0,930,3447,1.0,0,0,4,8,930,0,1978,0,200.3822,4.682000000000002,1160,3447,3,21,8
7496,1214,3,1.75,1960,5520,1.0,0,0,4,7,1080,880,1952,0,200.6535,4.602999999999994,1720,5760,3,21,8
7497,7686,4,2.5,2120,7820,1.0,0,0,3,8,1280,840,1975,0,200.6743,4.855000000000004,2350,8605,3,21,8
7498,3190,3,2.0,1490,7929,1.0,0,0,3,7,1490,0,1989,0,200.2875,4.782000000000012,1650,7929,3,21,8
7499,6059,2,1.0,1230,5000,1.0,0,0,5,6,1230,0,1911,0,200.2064,5.0120000000000005,1230,5413,3,21,8
7500,5252,3,1.0,840,5700,1.0,0,0,4,5,840,0,1945,0,200.3948,4.9720000000000075,1430,12600,3,21,8
7501,7205,3,2.25,1280,1520,2.0,0,0,3,8,1080,200,2008,0,200.6651,4.632000000000005,1280,1681,3,21,8
7502,8202,4,2.5,2680,4500,2.0,0,0,3,8,2680,0,2011,0,200.3561,4.944000000000003,2010,4500,3,21,8
7503,333,3,1.5,1140,20383,1.0,0,0,3,7,840,300,1985,0,200.4755,5.242000000000004,1200,15625,3,21,8
7504,9804,3,2.5,2490,4904,2.0,0,0,3,9,2490,0,2003,0,200.5451,4.986000000000004,2370,4050,3,21,8
7505,17211,4,1.75,1950,13440,1.5,0,0,4,6,1950,0,1931,0,200.5232,5.179000000000002,1300,7432,3,21,8
7506,3802,5,1.75,2180,9178,1.0,0,0,3,7,1140,1040,1963,0,200.4364,4.719999999999999,2140,9261,3,21,8
7507,2921,4,2.5,2360,7350,1.0,0,0,4,7,1440,920,1965,0,200.3417,4.722999999999999,1450,7305,3,21,8
7508,16967,2,2.25,1510,7280,2.0,0,0,3,7,1510,0,1987,0,200.6264,4.942000000000006,1510,8120,3,21,8
7509,5326,3,2.5,2070,5013,2.0,0,0,3,8,2070,0,1987,0,200.3202,4.605000000000004,1670,5013,3,21,8
7510,19889,3,1.0,1680,8910,1.0,0,0,4,7,1680,0,1940,0,200.7011,4.625,1620,7182,3,21,8
7511,18876,3,2.0,2070,9195,1.0,0,0,3,8,1220,850,1982,0,200.6491,4.938999999999994,2080,9551,3,21,8
7512,4373,3,2.0,1640,15258,1.0,0,0,3,8,1640,0,1981,0,200.6301,4.962999999999994,1640,16345,3,21,8
7513,11403,4,3.25,3860,17820,1.0,0,4,4,10,2630,1230,1975,0,200.6224,4.784999999999997,4590,23760,3,21,8
7514,8691,2,1.0,750,4515,1.0,0,0,3,6,750,0,1942,0,200.5198,4.649000000000001,1020,5000,3,21,8
7515,14093,2,1.0,1810,8527,1.5,0,0,4,7,1810,0,1943,0,200.7275,4.6640000000000015,1490,6800,3,21,8
7516,7109,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,200.6748,4.614999999999995,1550,5000,3,21,8
7517,3407,4,2.75,2790,8092,2.0,0,0,3,8,2790,0,2013,0,200.4834,5.227000000000004,2790,6154,3,21,8
7518,10225,4,2.5,3200,7545,2.0,0,0,3,7,3200,0,2003,0,200.3666,4.969999999999999,2840,7137,4,22,8
7519,15208,3,2.25,2110,8000,2.0,0,0,3,8,2110,0,1975,0,200.7311,4.796000000000007,1740,7270,4,22,8
7520,19388,3,1.5,1240,7733,1.0,0,0,3,6,790,450,1941,0,200.71400000000003,4.717000000000013,1130,7733,4,22,8
7521,16617,2,1.75,1550,7764,1.0,1,4,4,8,1550,0,1965,1986,200.358,4.554000000000002,1690,11620,4,22,8
7522,10319,3,2.5,1590,3359,2.0,0,0,3,7,1590,0,2000,0,200.7349,5.013999999999996,1820,3383,4,22,8
7523,6098,3,2.25,1260,915,2.0,0,0,3,8,1020,240,2007,0,200.555,4.6370000000000005,1260,1056,4,22,8
7524,16985,3,2.5,2420,9000,2.0,0,0,4,9,2420,0,1987,0,200.6599,4.853999999999999,2630,9000,4,22,8
7525,16827,4,3.25,2690,7200,2.0,0,3,3,9,1720,970,1978,0,200.7341,4.712000000000003,2400,8845,4,22,8
7526,15650,4,2.75,3660,5637,2.0,0,0,3,9,3660,0,2014,0,200.6845,4.982999999999991,3625,5639,4,22,8
7527,13286,4,2.5,2070,7312,1.0,0,0,4,7,1230,840,1977,0,200.6958,4.879999999999996,1770,7668,4,22,8
7528,9604,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,200.6172,4.938999999999994,1250,10000,4,22,8
7529,7153,2,1.5,1110,1189,3.0,0,0,3,8,1110,0,2000,0,200.6711,4.622999999999991,1420,1311,4,22,8
7530,15976,3,3.5,4310,10842,2.0,0,2,3,10,3140,1170,1988,0,200.7735,4.61399999999999,2280,11106,4,22,8
7531,19305,3,2.25,1960,7414,1.0,0,0,3,7,1490,470,1984,0,200.2977,4.626000000000005,1580,8038,4,22,8
7532,13755,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,200.68400000000003,4.612000000000009,1310,2135,4,22,8
7533,19451,5,6.0,6880,279968,2.0,0,3,3,12,4070,2810,2007,0,200.4624,5.2210000000000045,4690,256803,4,22,8
7534,10588,2,1.5,910,966,2.0,0,0,3,8,820,90,2006,0,200.627,4.638999999999996,2740,6400,4,22,8
7535,20336,5,2.75,1990,3750,1.5,0,0,4,7,1990,0,1913,0,200.6733,4.642000000000009,1820,5000,4,22,8
7536,17578,2,1.0,1010,7500,1.0,0,0,3,7,1010,0,1941,0,200.5283,4.680000000000007,1220,6000,4,22,8
7537,5489,2,2.5,1470,2034,2.0,0,0,4,8,1470,0,1985,0,200.6213,4.8470000000000075,1510,2055,4,22,8
7538,2162,5,2.75,3010,4919,2.0,0,0,3,9,3010,0,2014,0,200.6067,4.947999999999993,3230,5415,4,22,8
7539,20157,3,1.75,1740,6220,1.0,0,0,4,6,1740,0,1954,0,200.762,4.637999999999991,1630,8418,4,22,8
7540,3060,4,2.5,2641,8615,2.0,0,0,3,7,2641,0,1998,0,200.4038,4.787000000000006,2641,8091,4,22,8
7541,21196,4,2.5,2790,8111,2.0,0,0,3,9,2480,310,2004,0,200.4492,4.8839999999999995,2550,7634,4,22,8
7542,20490,3,1.0,940,4700,1.0,0,0,4,6,940,0,1942,0,200.5117,4.622000000000014,1020,5700,4,22,8
7543,5742,2,2.0,1540,7110,1.0,0,0,3,7,960,580,1949,0,200.6932,4.605000000000004,1860,7065,4,22,8
7544,13847,5,2.0,2560,14467,1.0,0,0,3,8,1280,1280,1960,0,200.5547,4.822000000000003,2200,10267,4,22,8
7545,4670,3,2.5,1810,1658,3.0,0,0,3,8,1810,0,1998,0,200.6955,4.623999999999995,1470,1585,4,22,8
7546,12244,3,2.0,2730,15677,2.5,0,3,3,9,2730,0,1976,0,200.4612,4.635000000000005,2040,12209,4,22,8
7547,3455,4,1.75,1660,11664,1.0,0,0,3,6,1010,650,1952,0,200.4943,4.668999999999997,1670,9975,4,22,8
7548,14781,3,2.0,2230,4800,1.5,0,0,4,7,1290,940,1915,0,200.645,4.61399999999999,1650,5040,4,22,8
7549,7145,2,1.5,1210,1232,3.0,0,0,3,8,1210,0,2007,0,200.6712,4.6099999999999985,1330,1174,4,22,8
7550,16289,3,2.5,1640,7668,2.0,0,0,3,7,1640,0,1991,0,200.3505,4.972999999999999,1850,7200,4,22,8
7551,18151,2,1.0,1130,15190,1.0,0,0,4,7,1130,0,1954,0,200.3902,4.717000000000013,1490,16920,4,22,8
7552,8453,3,2.5,4930,77536,2.0,0,0,3,9,3930,1000,1981,0,200.7634,4.861000000000004,2760,7351,4,22,8
7553,18601,4,3.25,3140,3680,2.0,0,0,3,10,2310,830,2009,0,200.5319,4.923999999999992,2620,2664,4,22,8
7554,4105,2,1.0,930,8665,1.0,0,0,4,6,930,0,1938,0,200.4822,4.682000000000002,1630,12375,4,22,8
7555,17777,3,2.5,1370,4400,1.0,0,0,3,8,1370,0,1988,0,200.7139,4.797000000000012,1630,4400,4,22,8
7556,20460,3,1.75,1930,10183,1.0,0,0,4,8,1480,450,1975,0,200.5624,4.864999999999995,2320,10000,4,22,8
7557,10564,3,2.25,1660,7003,2.0,0,0,3,7,1660,0,1996,0,200.3599,4.812000000000012,1840,6680,4,22,8
7558,11219,3,1.0,1640,26127,2.0,0,0,3,6,1640,0,1975,0,200.7656,5.094999999999999,1620,25788,4,22,8
7559,17386,4,2.5,2270,4400,2.0,0,0,3,7,2270,0,2006,0,200.5381,5.112000000000009,2090,4400,4,22,8
7560,12680,5,2.75,3847,17654,1.0,0,2,5,9,2299,1548,1975,0,200.3379,4.677999999999997,2690,15344,4,22,8
7561,3510,4,2.0,1910,10200,1.0,0,0,4,7,1910,0,1963,0,200.4804,4.867000000000004,1820,15600,4,22,8
7562,17826,4,2.5,2600,6536,2.0,0,0,3,9,2600,0,1999,0,200.5232,4.8089999999999975,2640,6185,4,22,8
7563,20922,2,1.0,770,2500,1.0,0,0,3,6,770,0,1913,1960,200.7534,4.827999999999988,1500,8286,4,22,8
7564,2318,3,1.5,1440,8370,1.0,0,0,3,7,1440,0,1977,0,200.5418,4.724999999999994,1440,8370,4,22,8
7565,15560,3,2.5,1650,5683,2.0,0,0,3,7,1650,0,2003,0,200.683,4.965000000000003,1650,4193,4,22,8
7566,7008,4,1.0,2590,18224,1.5,0,0,4,7,2000,590,1911,0,200.5318,4.713999999999999,1800,7080,4,22,8
7567,1241,3,1.75,2040,15695,1.0,0,0,4,8,2040,0,1959,0,200.4155,4.661000000000001,2280,14400,4,22,8
7568,2411,4,3.5,5990,111078,2.0,0,0,3,11,5990,0,2004,0,200.667,5.006,4690,118918,4,22,8
7569,5085,1,1.0,1220,12426,1.0,0,4,4,6,1220,0,1946,0,200.4047,4.668999999999997,2770,22270,4,22,8
7570,3364,5,3.5,3240,6919,2.0,0,0,3,8,2760,480,2014,0,200.4779,4.877999999999986,2970,5690,4,22,8
7571,14816,3,1.0,1200,6628,1.0,0,0,4,7,1200,0,1952,0,200.7367,4.680999999999997,1330,6768,4,22,8
7572,11175,3,3.25,3710,38509,2.0,0,0,3,10,3710,0,1998,0,200.69299999999998,5.132000000000005,1680,25865,4,22,8
7573,8093,3,2.25,2730,10675,2.0,0,0,3,9,2730,0,1990,0,200.6289,4.957999999999998,2770,10570,4,22,8
7574,1657,2,1.0,1100,4160,1.0,0,0,3,7,1100,0,1919,0,200.6352,4.647999999999996,1900,4000,4,22,8
7575,17995,4,2.75,2060,7350,1.0,0,0,3,7,1210,850,1978,0,200.3424,4.724999999999994,1940,7420,4,22,8
7576,8183,4,1.75,1930,3876,1.5,0,0,5,7,1450,480,1924,0,200.6604,4.676000000000002,1280,3825,4,22,8
7577,5873,2,1.0,1250,5650,2.0,0,1,4,7,1250,0,1943,0,200.5495,4.622999999999991,1210,5650,4,22,8
7578,5470,3,2.0,1320,4000,1.0,0,0,4,6,1020,300,1940,0,200.5515,4.738,2410,6212,4,22,8
7579,10899,3,1.0,1380,5400,1.0,0,0,4,7,1380,0,1954,0,200.7134,4.712000000000003,1190,6075,4,22,8
7580,20030,3,2.25,1940,9560,2.0,0,0,3,7,1940,0,1989,0,200.2998,4.613,1800,9560,4,22,8
7581,18723,2,2.25,1890,5400,2.0,0,0,5,8,1610,280,1905,0,200.6688,4.689999999999999,2820,4860,4,22,8
7582,10924,3,1.0,970,5000,1.0,0,0,3,6,970,0,1968,0,200.5282,4.7210000000000045,1290,5875,4,22,8
7583,20522,3,2.0,2110,6900,1.5,0,0,5,6,1220,890,1955,0,200.50400000000002,4.739999999999995,1350,7683,4,22,8
7584,21325,3,2.5,2040,4559,2.0,0,0,3,9,2040,0,1998,0,200.6156,4.704999999999998,1500,4500,4,22,8
7585,13850,4,2.5,2370,9135,1.0,0,0,4,8,1600,770,1967,0,200.5564,4.822999999999993,2050,9468,4,22,8
7586,17100,4,1.0,1610,8401,1.0,0,0,3,7,1610,0,1958,0,200.5104,4.834999999999994,1610,8401,4,22,8
7587,14965,3,2.25,1570,8410,1.0,0,0,3,7,1180,390,1991,0,200.1942,5.010000000000005,1540,8410,4,22,8
7588,13231,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1993,0,200.3536,4.856000000000009,1740,7316,4,22,8
7589,14060,3,1.0,1000,3844,1.0,0,0,5,7,900,100,1928,0,200.7031,4.6510000000000105,1000,3920,4,22,8
7590,8294,3,1.0,1280,12928,1.5,0,0,3,6,1280,0,1942,0,200.3215,4.600999999999999,1610,19467,4,22,8
7591,13488,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999,0,200.5836,4.9739999999999895,3070,8127,4,22,8
7592,10737,4,2.5,2640,6738,2.0,0,0,4,8,2640,0,1989,0,200.5787,5.0,2180,5782,4,22,8
7593,7690,4,2.5,3190,27806,2.0,0,0,3,9,3190,0,1997,0,200.3425,4.969999999999999,2810,28619,4,22,8
7594,20978,3,3.0,2090,7634,1.0,0,0,3,8,1450,640,2001,0,200.7408,5.0260000000000105,2090,9600,4,22,8
7595,3559,5,2.0,2880,12000,2.0,0,0,3,8,2880,0,1921,0,200.5861,4.704999999999998,1720,5000,4,22,8
7596,21191,4,1.75,1930,7245,1.0,0,0,4,8,1510,420,1972,0,200.6396,4.887999999999991,1880,7245,4,22,8
7597,9178,2,1.5,1750,46173,2.0,0,0,4,8,1750,0,1964,0,200.7397,4.873999999999995,2220,42224,4,22,8
7598,12220,3,1.75,1780,9689,1.0,0,0,3,7,1130,650,1976,0,200.7628,4.837000000000003,1660,9786,4,22,8
7599,21274,4,2.5,2320,11259,2.0,0,0,3,9,2320,0,1982,0,200.6443,4.805999999999997,2820,11770,4,22,8
7600,5582,4,2.0,2070,9822,1.0,0,0,5,7,2070,0,1955,0,200.56599999999997,4.8599999999999985,1300,9572,4,22,8
7601,2187,3,1.0,890,5965,1.0,0,0,3,7,890,0,1950,0,200.7518,4.7210000000000045,1930,7500,4,22,8
7602,16517,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0,200.7035,4.835999999999999,2230,12204,4,22,8
7603,12052,2,1.75,1250,7680,1.0,0,0,3,7,1250,0,1922,1968,200.5242,4.628999999999991,1250,7680,4,22,8
7604,7870,4,2.0,1770,8890,1.0,0,0,5,6,1770,0,1949,0,200.4589,4.647000000000006,1010,7620,4,22,8
7605,11485,3,2.0,1800,11419,1.0,0,0,3,8,1800,0,1989,0,200.2623,4.782999999999987,2220,11406,4,22,8
7606,5845,2,1.0,820,16030,1.0,0,0,4,5,820,0,1923,0,200.2039,4.997000000000014,1880,14046,4,22,8
7607,279,3,1.75,2240,6050,1.0,0,0,4,8,1250,990,1950,0,200.5658,4.599999999999994,1720,6050,4,22,8
7608,9682,3,1.75,2120,56192,1.0,0,1,3,9,1720,400,1959,0,200.7665,4.627999999999986,2240,20500,4,22,8
7609,17198,4,2.5,2010,12085,2.0,0,0,3,8,2010,0,1986,0,200.3406,4.942999999999998,1910,12133,4,22,8
7610,11790,4,2.5,1990,9656,2.0,0,0,3,7,1990,0,1994,0,200.3125,5.0020000000000095,1500,9656,4,22,8
7611,13211,3,2.5,1660,2415,2.0,0,0,3,7,1660,0,1983,0,200.3763,4.852000000000004,1740,2624,4,22,8
7612,10677,4,2.5,2100,8800,1.0,0,0,5,8,1250,850,1980,0,200.6909,4.813999999999994,2100,9000,4,22,8
7613,4944,3,2.25,2230,13100,1.0,0,0,4,8,1510,720,1974,0,200.5413,4.826000000000008,2010,10650,4,22,8
7614,17506,4,2.75,3410,23000,2.0,0,0,4,10,3410,0,1982,0,200.5559,4.850999999999999,2490,15512,4,22,8
7615,17696,4,2.0,1600,15044,1.0,0,0,3,7,1600,0,1972,0,200.72,4.783999999999992,1660,8102,4,22,8
7616,8253,3,2.25,2930,6000,2.0,0,2,3,11,1920,1010,2000,0,200.6301,4.698999999999998,1870,5040,4,22,8
7617,13178,3,1.75,2020,9718,1.0,0,0,3,8,2020,0,1956,0,200.574,4.790000000000006,2370,8604,4,22,8
7618,14770,2,1.0,900,8374,1.0,0,0,3,7,900,0,1984,0,200.7282,4.775000000000006,1580,8965,4,22,8
7619,3077,4,2.25,3780,5160,2.0,0,0,4,9,2510,1270,1907,0,200.6275,4.692000000000006,2740,5160,4,22,8
7620,15702,4,3.25,3310,8897,2.0,0,0,3,9,2380,930,1991,0,200.2655,4.689999999999999,2490,8638,4,22,8
7621,13661,2,2.0,1340,7605,1.0,0,0,3,7,1340,0,1992,0,200.1936,5.018999999999991,1670,7136,5,23,8
7622,21052,3,1.75,1670,9900,1.0,0,0,4,8,1670,0,1957,0,200.595,4.827999999999988,2410,8800,5,23,8
7623,15230,4,3.0,2190,12825,1.0,0,0,3,9,1520,670,1989,0,200.7107,4.771000000000001,3050,4673,5,23,8
7624,3126,4,2.25,2860,5658,2.0,0,3,3,10,2130,730,1933,0,200.6395,4.591000000000008,2700,5221,5,23,8
7625,9708,4,2.5,2650,13684,2.0,0,0,3,9,2650,0,1994,0,200.6278,4.892000000000009,2650,12032,5,23,8
7626,20403,3,3.0,2330,4284,2.0,0,0,3,9,1920,410,2004,0,200.5547,4.692000000000006,2330,3709,5,23,8
7627,15911,4,2.5,2245,4301,2.0,0,0,3,8,2245,0,2014,0,200.3555,4.937000000000012,2530,4478,5,23,8
7628,2005,4,2.5,1820,9161,1.0,0,0,4,7,1220,600,1975,0,200.4333,4.832000000000008,1860,7650,6,24,8
7629,8106,3,1.75,1760,3520,1.0,0,0,3,7,1160,600,1966,0,200.5773,4.697000000000003,1840,5000,6,24,8
7630,13742,4,1.0,1350,4000,1.5,0,0,3,8,1350,0,1930,0,200.6885,4.61399999999999,1520,4000,0,25,8
7631,6575,3,2.25,1570,7475,1.0,0,0,4,7,1200,370,1983,0,200.7223,4.826000000000008,1700,7230,0,25,8
7632,15943,3,2.0,2440,23512,1.0,0,0,3,6,1640,800,1933,0,200.4594,4.673999999999992,1630,19613,0,25,8
7633,6114,3,2.0,3570,30456,1.0,0,1,3,8,2070,1500,1946,1982,200.6413,4.760000000000005,3570,27418,0,25,8
7634,779,2,2.5,2510,17986,2.0,0,0,3,9,2510,0,1943,2014,200.6832,4.835999999999999,2440,8039,0,25,8
7635,14094,3,1.0,1150,4681,1.0,0,0,3,7,1150,0,1955,0,200.7284,4.6640000000000015,1150,6800,0,25,8
7636,10056,2,1.0,860,8189,1.0,0,0,3,6,860,0,1948,0,200.735,4.694000000000003,1180,8189,0,25,8
7637,21108,4,2.5,2630,8580,1.0,0,0,4,9,1700,930,1977,0,200.5916,4.834000000000003,2430,10240,0,25,8
7638,15516,3,1.75,1440,7070,1.0,0,0,3,7,1440,0,1980,0,200.6947,4.875,1440,7210,0,25,8
7639,13792,3,2.5,2100,5060,2.0,0,0,3,7,2100,0,2006,0,200.563,4.7020000000000115,1520,2468,0,25,8
7640,11118,5,1.75,2120,8625,1.0,0,0,3,7,1200,920,1959,0,200.6118,4.869,1930,8625,0,25,8
7641,7193,2,2.5,1320,1157,2.0,0,0,3,8,990,330,2014,0,200.6689,4.6370000000000005,1550,1519,0,25,8
7642,3577,4,2.5,2030,9825,1.0,0,0,3,8,1330,700,1985,0,200.6892,4.700000000000003,2180,7500,0,25,8
7643,13749,4,2.0,2120,4000,1.5,0,0,4,7,1720,400,1927,0,200.688,4.617000000000004,1760,4000,0,25,8
7644,15221,4,1.5,1930,15000,1.0,0,0,5,7,1930,0,1946,0,200.3864,4.687999999999988,1620,7500,0,25,8
7645,5343,4,2.5,2370,6000,2.0,0,0,3,8,2370,0,2001,0,200.3732,4.820999999999998,2190,6070,0,25,8
7646,18147,3,2.75,2120,7650,1.0,0,0,4,7,2120,0,1958,0,200.4923,4.822000000000003,1180,7650,0,25,8
7647,10190,3,1.5,1310,8100,1.0,0,0,3,7,1310,0,1965,0,200.7328,4.798999999999992,1330,8100,0,25,8
7648,14884,3,1.5,1740,9038,1.0,0,0,4,7,1740,0,1955,0,200.5897,4.86399999999999,1390,9770,0,25,8
7649,6914,2,1.0,1390,3600,1.0,0,0,4,7,1010,380,1913,0,200.6422,4.6400000000000015,1590,3600,0,25,8
7650,12698,3,2.5,2140,7715,2.0,0,0,3,7,2140,0,1991,0,200.38400000000001,4.677999999999997,1990,7628,0,25,8
7651,15151,4,2.5,1800,5070,1.0,0,0,5,7,1080,720,1979,0,200.5303,4.719999999999999,1870,5365,0,25,8
